Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-06-10,7.52033805847168,7.534446630908383,7.2708704409705796,7.350123743386892,776356000
2010-06-11,7.610398292541504,7.620905170122782,7.426074616850349,7.451891699278262,545759200
2010-06-14,7.633514881134033,7.779712581531298,7.625409665296966,7.683949027547747,602960400
2010-06-15,7.795924186706543,7.800727515320171,7.670139824319744,7.674342736856669,585074000
2010-06-16,8.022878646850586,8.037888250872978,7.824144884214023,7.838254264709542,783678000
2010-06-17,8.161567687988281,8.192488708029906,8.090419601663795,8.12344167667986,872855200
2010-06-18,8.227611541748047,8.255531285433458,8.148058429016121,8.172975291199178,784621600
2010-06-21,8.11053466796875,8.37591215014033,8.067305513819628,8.3362854923056,776490400
2010-06-22,8.221009254455566,8.284651756151225,8.150462368601495,8.17027529776199,717262000
2010-06-23,8.134550094604492,8.245324846577542,8.042388239308885,8.24292318249013,768457200
2010-06-24,8.075411796569824,8.201495965220374,8.048393073324483,8.135450998910912,714277200
2010-06-25,8.006363868713379,8.113536121732123,7.979645757256509,8.107232154480492,549942400
2010-06-28,8.054396629333496,8.097926390482154,7.940920405093472,8.013268532292999,584948000
2010-06-29,7.690253734588623,7.937019142701755,7.634116031132963,7.928913124461805,1133344800
2010-06-30,7.550959587097168,7.744288742489651,7.50532957124437,7.706463333543548,739452000
2010-07-01,7.459400653839111,7.649128178423589,7.301495190119477,7.634117772355268,1022896000
2010-07-02,7.413166046142578,7.532946213664022,7.300889875008335,7.519736262113475,693842800
2010-07-06,7.463899612426758,7.589082715182073,7.3897494542265125,7.535046889625725,615235600
2010-07-07,7.765301704406738,7.7683045859256845,7.497523392341473,7.519737180321058,654556000
2010-07-08,7.747890949249268,7.892288195981268,7.651826791183067,7.879679459595817,738144400
2010-07-09,7.7938232421875,7.802228265757387,7.6599328600476015,7.711867648986303,433322400
2010-07-12,7.723876953125,7.860768631479387,7.650928393547517,7.7611019535216945,562878400
2010-07-13,7.5590667724609375,7.6971592913300295,7.397858630810165,7.694758428164849,1190924000
2010-07-14,7.586983680725098,7.6791455478485675,7.475008883961259,7.4864175914641615,812047600
2010-07-15,7.548556804656982,7.714267599247623,7.423973300332225,7.451892241281063,824866000
2010-07-16,7.502026557922363,7.65422841037704,7.457296767252481,7.600492379484642,1039858400
2010-07-19,7.372339248657227,7.501426289516156,7.192819666430384,7.501426289516156,1024478000
2010-07-20,7.561765193939209,7.592085798855656,7.205126934519196,7.291885035960006,1074950800
2010-07-21,7.632315635681152,7.9598350425619175,7.625111443230318,7.958033794043277,1185671200
2010-07-22,7.775814056396484,7.805233655423353,7.664438829421115,7.735586963252988,645318800
2010-07-23,7.803426265716553,7.816635414797862,7.693552566864716,7.717869008680011,533388800
2010-07-26,7.7836151123046875,7.808231366835274,7.736483658444917,7.805229286816482,420551600
2010-07-27,7.927712917327881,7.94932709503125,7.8142366807320425,7.8313481385541,584771600
2010-07-28,7.834052085876465,7.985053975156157,7.8127385102955955,7.9154072896733405,519985200
2010-07-29,7.7484941482543945,7.884785426877881,7.688154320796598,7.826546655427191,643806800
2010-07-30,7.722674369812012,7.796223328875094,7.652126689252822,7.681847683326096,448210000
2010-08-02,7.860766410827637,7.882981000908264,7.793822031778009,7.818438285826649,428055600
2010-08-03,7.863168239593506,7.903094701463267,7.787818035076631,7.83554990500602,417653600
2010-08-04,7.894689559936523,7.93371499639898,7.814536028592016,7.890486647967815,420375200
2010-08-05,7.85626745223999,7.900697455291935,7.821743916986259,7.857167675847159,289097200
2010-08-06,7.8079352378845215,7.849963576323224,7.734084836255578,7.7986283846301525,444897600
2010-08-09,7.857764720916748,7.869773041352887,7.792320977786844,7.849658703810591,303128000
2010-08-10,7.787522315979004,7.818743967821313,7.731684394115804,7.800731476373827,451920000
2010-08-11,7.510732173919678,7.675843371166375,7.4993250712847415,7.667137739780894,620054400
2010-08-12,7.558764934539795,7.598090982458272,7.388550595657948,7.405662051870346,534920400
2010-08-13,7.478012561798096,7.561468003555876,7.47771195290484,7.554563618495556,354869200
2010-08-16,7.434182643890381,7.505330753495815,7.40356142098668,7.432381395484281,318430000
2010-08-17,7.564167022705078,7.64402073475365,7.481010622370202,7.507428922167148,422640400
2010-08-18,7.5971903800964355,7.645222864018994,7.552460585366971,7.575876812070718,339696000
2010-08-19,7.501426696777344,7.609499182570941,7.465402534846145,7.5902858686750605,426706000
2010-08-20,7.494223117828369,7.62270897225122,7.475009800307956,7.486718316483822,384230000
2010-08-23,7.378945350646973,7.565070349274345,7.362435108935711,7.558766380502867,414041600
2010-08-24,7.202725410461426,7.294886455662217,7.164299590218403,7.2849807946474465,602565600
2010-08-25,7.291586875915527,7.324609764531379,7.120772888278463,7.145989565234134,596867600
2010-08-26,7.213234901428223,7.37744512047596,7.213234901428223,7.368438877714282,466505200
2010-08-27,7.253461837768555,7.283182037470478,7.071539745772492,7.2573649436983905,548391200
2010-08-30,7.279878616333008,7.3774442304209735,7.225241551794288,7.227643216240986,383289200
2010-08-31,7.297889709472656,7.341719275651929,7.21533451390289,7.260364110453266,420786800
2010-09-01,7.514937877655029,7.548860192589733,7.393356395417831,7.429079959062468,697037600
2010-09-02,7.570171356201172,7.570171356201172,7.462098884331063,7.54285282983683,415427600
2010-09-03,7.768306732177734,7.7686065394383785,7.6401206909073975,7.657832566372465,520788800
2010-09-07,7.739487648010254,7.791121833826048,7.692655989785941,7.704363703936093,342557600
2010-09-08,7.892888069152832,7.937017441031553,7.778210220781274,7.79862436400132,526551200
2010-09-09,7.8973917961120605,8.000960759691296,7.892889076521161,7.956531574965288,438575200
2010-09-10,7.907599925994873,7.940322204483084,7.847259306968828,7.900995348521469,387542400
2010-09-13,8.016571044921875,8.053796036156045,7.9781460232835535,7.979946469701538,388780000
2010-09-14,8.047189712524414,8.080511591620928,7.970938498572828,7.991652445740215,408150400
2010-09-15,8.112035751342773,8.11683988164851,8.040587840443417,8.050495106662101,429368800
2010-09-16,8.30266284942627,8.305664929635627,8.090420989177787,8.112636382727034,652103200
2010-09-17,8.266644477844238,8.344396398119367,8.215910494131057,8.336290375851553,634477200
2010-09-20,8.50259780883789,8.519108850004018,8.281049088039298,8.287953472054634,658677600
2010-09-21,8.518808364868164,8.626280438432607,8.489388778540219,8.521510638042864,668074400
2010-09-22,8.638290405273438,8.645194790704032,8.477982487704077,8.486988730629042,585289600
2010-09-23,8.673409461975098,8.788686912206582,8.585751143695044,8.59565760543115,786116800
2010-09-24,8.775479316711426,8.81180408500989,8.722344503146186,8.76887554213309,649488000
2010-09-27,8.740657806396484,8.847829282270029,8.736155086134527,8.82531487933656,482834800
2010-09-28,8.611567497253418,8.758965983862785,8.255529709443199,8.758965983862785,1035042400
2010-09-29,8.626880645751953,8.700129802570748,8.58575334765849,8.622677733289152,469644000
2010-09-30,8.518207550048828,8.70583313988054,8.443157153791445,8.675813141702285,673391600
2010-10-01,8.481279373168945,8.603160570845375,8.446155450611574,8.590252032299151,448142800
2010-10-04,8.364806175231934,8.49269079421922,8.338687674518322,8.453665351636175,435302000
2010-10-05,8.674010276794434,8.689319679404264,8.460266230167422,8.46567077474777,501967200
2010-10-06,8.681516647338867,8.765573290857617,8.563537699524945,8.69352496830542,670868800
2010-10-07,8.682418823242188,8.720244237677743,8.613072764526112,8.716041324782275,408399600
2010-10-08,8.828014373779297,8.840922917154293,8.705833323317476,8.757166888001361,658403200
2010-10-11,8.866735458374023,8.923173732633932,8.843921264986664,8.848124174892845,427753200
2010-10-12,8.962206840515137,8.99102681631047,8.780584558695015,8.86824371515839,558544000
2010-10-13,9.010238647460938,9.064874910841958,9.000031573475425,9.012039895811322,630092400
2010-10-14,9.075384140014648,9.080186668143636,9.018044791902756,9.056771237222634,435296400
2010-10-15,9.448532104492188,9.456337514103769,9.153434393363153,9.22938502898592,922194000
2010-10-18,9.54639720916748,9.576416408595746,9.435022035300657,9.560506585613135,1093010800
2010-10-19,9.290926933288574,9.41941278360191,9.00663669849819,9.108104623536319,1232784000
2010-10-20,9.322148323059082,9.433823329309247,9.212275366999142,9.27621768704961,721624400
2010-10-21,9.291826248168945,9.448530827222616,9.21017126959492,9.37708292137623,551460000
2010-10-22,9.230283737182617,9.307435185688309,9.1951606051819,9.278315411796765,372778000
2010-10-25,9.27140998840332,9.354264978544625,9.259401670285722,9.278915588038505,392462000
2010-10-26,9.247696876525879,9.298430829735157,9.175647752973656,9.212273131604677,392929600
2010-10-27,9.241093635559082,9.303234700944827,9.174148439510445,9.235689890389958,399002800
2010-10-28,9.163342475891113,9.24619750350298,9.033055371887308,9.244696062247579,551051200
2010-10-29,9.0354585647583,9.182557359658983,9.032155874119063,9.133024214685886,430511200
2010-11-01,9.131521224975586,9.174149975713146,9.072081621409462,9.072682037639904,423889200
2010-11-02,9.287019729614258,9.311936588170255,9.216173059655745,9.216173059655745,433930000
2010-11-03,9.39029312133789,9.392694785776886,9.262107087589232,9.347363770302659,508348400
2010-11-04,9.554502487182617,9.611841018229986,9.457236689129218,9.469845426334844,642488000
2010-11-05,9.520278930664062,9.593528087642484,9.508871827006615,9.546096821563248,361253200
2010-11-08,9.565010070800781,9.599532794205393,9.50917217497875,9.522381329213207,281758400
2010-11-09,9.488757133483887,9.645462501494507,9.441325873183505,9.63795690075438,383544000
2010-11-10,9.547297477722168,9.56951207018377,9.41280668596913,9.50556896261721,384227200
2010-11-11,9.505871772766113,9.558406982997418,9.433822637018135,9.456337841634937,361284000
2010-11-12,9.247096061706543,9.501366254873277,9.115008534581033,9.486356654764656,795846800
2010-11-15,9.217376708984375,9.322447116698154,9.194261091027569,9.260005448466517,403606000
2010-11-16,9.053768157958984,9.234188802975678,8.985622127040159,9.177751287850294,657650000
2010-11-17,9.021041870117188,9.125811627253272,8.938786504274889,9.042055622640698,479449600
2010-11-18,9.259106636047363,9.296331639777364,9.146832010265767,9.16214142132237,494491200
2010-11-19,9.208072662353516,9.258206212820905,9.163342857708011,9.245297665280509,384843200
2010-11-22,9.4071044921875,9.4071044921875,9.182253876338141,9.206569525623182,393075200
2010-11-23,9.268109321594238,9.358771341533194,9.20296618565621,9.319744299138739,519447600
2010-11-24,9.450334548950195,9.468347034948989,9.358773884139508,9.366277884203358,413725200
2010-11-26,9.456336975097656,9.537391543965915,9.394495721101217,9.418511563067376,237585600
2010-11-29,9.512473106384277,9.530784591662522,9.347662524268712,9.471345011839533,445785200
2010-11-30,9.340757369995117,9.437122124472525,9.332351546820641,9.412505070890132,501858000
2010-12-01,9.498364448547363,9.538891328537813,9.456336127655296,9.464441343328678,461750800
2010-12-02,9.55090045928955,9.576416940545677,9.45303424037861,9.532287560596894,462837200
2010-12-03,9.529583930969238,9.565907893562999,9.496561855293663,9.516675388836797,342092800
2010-12-06,9.610939979553223,9.676383721011534,9.559004395805248,9.565608971876426,448481600
2010-12-07,9.552703857421875,9.726219335833019,9.550002385234835,9.720516584159844,391454000
2010-12-08,9.636756896972656,9.637057505807372,9.519678974521918,9.595328991431069,321935600
2010-12-09,9.599234580993652,9.68148919569635,9.57701918154666,9.670382698408504,294151200
2010-12-10,9.623250961303711,9.637960758239021,9.56441097193866,9.595932423442216,262511200
2010-12-13,9.65656852722168,9.75833783088592,9.63645579482305,9.73762388089865,439815600
2010-12-14,9.615143775939941,9.68268938607642,9.576417337543846,9.658372934362342,351008000
2010-12-15,9.617243766784668,9.696496273284778,9.58211983187536,9.606435477247006,417312000
2010-12-16,9.643962860107422,9.684790353712081,9.609440136430715,9.639159531257034,322030800
2010-12-17,9.624750137329102,9.660173885207852,9.61334223155715,9.655370556461767,386929200
2010-12-20,9.672781944274902,9.704003581520604,9.553302346694535,9.654469654009914,385610400
2010-12-21,9.732521057128906,9.738224608638571,9.667978337550444,9.696496896722318,256354000
2010-12-22,9.761338233947754,9.778149879465799,9.713005955518444,9.737322399116783,265921600
2010-12-23,9.714507102966309,9.761038132257436,9.70159856207331,9.756535413869807,223157200
2010-12-27,9.746930122375488,9.769745931385158,9.652066795047991,9.691994060003145,249816000
2010-12-28,9.770646095275879,9.806369643273653,9.758337968627512,9.78385444507301,175924000
2010-12-29,9.765244483947754,9.80006781640113,9.759540130140563,9.793162630384385,163139200
2010-12-30,9.716310501098633,9.771846979456571,9.697998213113518,9.770946756229145,157494400
2010-12-31,9.683284759521484,9.710903084655852,9.645759172890713,9.694992466791895,193508000
2011-01-03,9.893728256225586,9.914442206699619,9.751733484427314,9.775749321975749,445138400
2011-01-04,9.945363998413086,9.981687965536205,9.851100285615992,9.979886717458928,309080800
2011-01-05,10.026717185974121,10.036924258026973,9.89162679176862,9.893128232588143,255519600
2011-01-06,10.01861572265625,10.064245749082687,9.993698852001444,10.048335121126678,300428800
2011-01-07,10.090360641479492,10.097265024813522,9.963675267675162,10.026417538564651,311931200
2011-01-10,10.280389785766602,10.303805212931385,10.121883937470825,10.171716872414294,448560000
2011-01-11,10.256072998046875,10.355738856882967,10.190929058383762,10.353337994281711,444108000
2011-01-12,10.339526176452637,10.339826785250459,10.26687824868864,10.304403846138468,302590400
2011-01-13,10.377354621887207,10.406174596997019,10.322418548393367,10.361744603659755,296780400
2011-01-14,10.461408615112305,10.461408615112305,10.340127790573883,10.383656747791358,308840000
2011-01-18,10.226354598999023,10.349737324194859,9.786559746454836,9.892230594307172,1880998000
2011-01-19,10.172017097473145,10.465012939721706,10.113177922908108,10.457507337658322,1135612800
2011-01-20,9.98709487915039,10.15580782781168,9.910243206711598,10.099670114023334,764789200
2011-01-21,9.808171272277832,10.05313538768598,9.805468999479622,10.019812700664689,754401200
2011-01-24,10.130287170410156,10.130287170410156,9.808170816783012,9.81267433736305,574683200
2011-01-25,10.24886703491211,10.250068668628302,10.043830165648314,10.096665976100567,546868000
2011-01-26,10.322416305541992,10.374951504652211,10.251869427525406,10.295698193567754,506875600
2011-01-27,10.303204536437988,10.347634526777309,10.291797432017084,10.320315994692985,285026000
2011-01-28,10.089760780334473,10.338928649353106,10.012610118015449,10.332024265090833,592057200
2011-01-31,10.18642520904541,10.208040186372648,10.03572479190935,10.080754391427334,377246800
2011-02-01,10.357841491699219,10.376453589215716,10.23626003686979,10.245866694490504,426633200
2011-02-02,10.336525917053223,10.364444060076433,10.3134103006574,10.340429022068871,258955200
2011-02-03,10.310110092163086,10.334126739195847,10.163311944482132,10.320917583327828,393797600
2011-02-04,10.401968002319336,10.407972161675453,10.312207824003917,10.316110126773687,321840400
2011-02-07,10.563477516174316,10.604604006950888,10.436191732649485,10.443696531625204,485021600
2011-02-08,10.663146018981934,10.672752677102837,10.571585364449934,10.617515996154992,381040800
2011-02-09,10.752005577087402,10.777223053655021,10.653239932880311,10.662845788996714,482745200
2011-02-10,10.643332481384277,10.807242869731875,10.44700042535088,10.728890572959827,928550000
2011-02-11,10.712677001953125,10.741195557968336,10.61331016341092,10.649634928625481,367572800
2011-02-14,10.782623291015625,10.79162872876328,10.708473924252196,10.710875588084487,310416400
2011-02-15,10.804238319396973,10.806340176228382,10.733691442795855,10.782923952009357,284174800
2011-02-16,10.901205062866211,10.95433987901373,10.822251555051333,10.831256994140723,481157600
2011-02-17,10.756209373474121,10.815349162609161,10.702773137028961,10.724688727610632,530583200
2011-02-18,10.523849487304688,10.79222898363534,10.492627860269977,10.768512956218736,816057200
2011-02-22,10.165109634399414,10.368946445800079,10.138392326364285,10.271380855444665,872555600
2011-02-23,10.285491943359375,10.346131556393436,10.16511053563721,10.169914665411595,671854400
2011-02-24,10.293292999267578,10.361438991465407,10.157902841024404,10.327516700536863,499900800
2011-02-25,10.45180606842041,10.459911286108996,10.350938554174814,10.36474732481111,380018800
2011-02-28,10.603404998779297,10.658641671292854,10.540662724943004,10.544265221188265,403074000
2011-03-01,10.486324310302734,10.678753206408633,10.437391614577711,10.671248408116021,456136800
2011-03-02,10.570683479309082,10.637628670206325,10.459008492611531,10.505840145516597,602590800
2011-03-03,10.794034004211426,10.800938388714952,10.6847606762655,10.722886698716705,500788400
2011-03-04,10.807242393493652,10.81594802572389,10.73969678784429,10.809343448933381,453266800
2011-03-07,10.667948722839355,10.857375578395068,10.546367277940922,10.84926956087789,546123200
2011-03-08,10.679956436157227,10.729189751712118,10.574585421132987,10.654439154285054,356316800
2011-03-09,10.58119010925293,10.649936546772409,10.525053210816013,10.64783468971745,453306000
2011-03-10,10.407072067260742,10.500134942352732,10.35393645464437,10.480621021889274,507539200
2011-03-11,10.566779136657715,10.576686401690514,10.356939752152016,10.366845413937783,471080400
2011-03-14,10.613913536071777,10.701572688480873,10.546368724984735,10.602505629513747,435957200
2011-03-15,10.369848251342773,10.442196376589289,10.209840991761762,10.26988098959797,721081200
2011-03-16,9.906936645507812,10.296898408564537,9.794361454624383,10.266878411103853,1162011200
2011-03-17,10.045931816101074,10.195131593237393,9.926451430211099,10.111675367762247,659422400
2011-03-18,9.926750183105469,10.152801585334524,9.906636648915388,10.120679731740378,753214000
2011-03-21,10.185826301574707,10.199034654718465,10.064544649035717,10.08646023843896,409402000
2011-03-22,10.242860794067383,10.28549032469753,10.181019557104246,10.283689076924427,325922800
2011-03-23,10.182524681091309,10.213444909946073,10.0852588694061,10.185226152916481,372996400
2011-03-24,10.356040000915527,10.386961028596385,10.172617295194748,10.262377496177525,404712000
2011-03-25,10.55327033996582,10.568880353745683,10.417578734022644,10.4491001720061,448910000
2011-03-28,10.520247459411621,10.636726555692514,10.520247459411621,10.601602621852816,309355200
2011-03-29,10.535860061645508,10.535860061645508,10.38876213046356,10.436793813518383,352900800
2011-03-30,10.465911865234375,10.533458267310586,10.430188314142255,10.526252473379001,329406000
2011-03-31,10.462311744689941,10.501037381736435,10.388762774539128,10.397768214655468,274019200
2011-04-01,10.343729019165039,10.55477082304932,10.30590361479351,10.540361641436592,418661600
2011-04-04,10.242565155029297,10.344934107733645,10.158809103554704,10.33622847409933,460084800
2011-04-05,10.173519134521484,10.274386648328573,10.086761000193835,10.116481200421111,482731200
2011-04-06,10.148000717163086,10.323918630952914,10.120982793579012,10.243465276316417,402539200
2011-04-07,10.149200439453125,10.219746514081198,10.087658199994163,10.149800053832264,373447200
2011-04-08,10.058540344238281,10.211342626587596,10.025218454823456,10.2044382426016,377535200
